name,province,url,gender,ethnic,dob_y,age,join_work_y,pob_p,join_party_y,edu_dg
王少玄,江西,http://ldzl.people.com.cn/dfzlk/front/personPage12109.htm,男,汉族,1968.0,50.0,1992.0,江西,1991.0,研究生
王水平,江西,http://ldzl.people.com.cn/dfzlk/front/personPage18793.htm,男,汉族,1963.0,55.0,1984.0,江西,1993.0,研究生
张鸿星,江西,http://ldzl.people.com.cn/dfzlk/front/personPage12230.htm,男,汉族,1967.0,51.0,1985.0,江西,1992.0,研究生
谢来发,江西,http://ldzl.people.com.cn/dfzlk/front/personPage18635.htm,男,汉族,1967.0,51.0,1987.0,江西,1991.0,博士
刘家义,山东,http://ldzl.people.com.cn/dfzlk/front/personPage16618.htm,,,1956.0,62.0,1980.0,重庆,1976.0,博士
龚正,山东,http://ldzl.people.com.cn/dfzlk/front/personPage4280.htm,男,汉族,1960.0,58.0,1982.0,江苏,1985.0,博士
付志方,山东,http://ldzl.people.com.cn/dfzlk/front/personPage4887.htm,男,汉族,1956.0,62.0,1982.0,河南,1982.0,研究生
杨东奇,山东,http://ldzl.people.com.cn/dfzlk/front/personPage5728.htm,男,汉族,1962.0,56.0,1985.0,黑龙,1984.0,博士
张江汀,山东,http://ldzl.people.com.cn/dfzlk/front/personPage4384.htm,男,汉族,1961.0,57.0,1983.0,山东,1984.0,博士
陈辐宽,山东,http://ldzl.people.com.cn/dfzlk/front/personPage16207.htm,男,,1965.0,53.0,1985.0,江苏,1985.0,博士
邢善萍,山东,http://ldzl.people.com.cn/dfzlk/front/personPage16807.htm,女,,1968.0,50.0,1990.0,安徽,1993.0,研究生
林峰海,山东,http://ldzl.people.com.cn/dfzlk/front/personPage4402.htm,男,汉族,1962.0,56.0,1984.0,山东,1985.0,本科
王清宪,山东,http://ldzl.people.com.cn/dfzlk/front/personPage4118.htm,男,汉族,1963.0,55.0,1983.0,河北,1986.0,博士
赵冀鲁,山东,http://ldzl.people.com.cn/dfzlk/front/personPage18629.htm,男,,1962.0,56.0,,河北,,研究生
关志鸥,山东,http://ldzl.people.com.cn/dfzlk/front/personPage16327.htm,男,满族,1969.0,49.0,1995.0,辽宁,1993.0,研究生
王忠林,山东,http://ldzl.people.com.cn/dfzlk/front/personPage4403.htm,男,汉族,1962.0,56.0,1984.0,山东,1984.0,博士
王书坚,山东,http://ldzl.people.com.cn/dfzlk/front/personPage12238.htm,男,汉族,1962.0,56.0,1982.0,山东,1984.0,博士
孙立成,山东,http://ldzl.people.com.cn/dfzlk/front/personPage12182.htm,男,汉族,1962.0,56.0,1984.0,河北,1984.0,本科
于国安,山东,http://ldzl.people.com.cn/dfzlk/front/personPage16850.htm,男,汉族,1960.0,58.0,1984.0,山东,1984.0,博士
任爱荣,山东,http://ldzl.people.com.cn/dfzlk/front/personPage16851.htm,女,汉族,1963.0,55.0,1988.0,山东,1984.0,研究生
孙继业,山东,http://ldzl.people.com.cn/dfzlk/front/personPage18732.htm,男,汉族,1963.0,55.0,1984.0,山东,,研究生
于杰,山东,http://ldzl.people.com.cn/dfzlk/front/personPage18683.htm,男,汉族,1963.0,55.0,1987.0,河北,1987.0,博士
周连华,山东,http://ldzl.people.com.cn/dfzlk/front/personPage12195.htm,男,汉族,1961.0,57.0,1981.0,山东,1985.0,研究生
李同道,山东,http://ldzl.people.com.cn/dfzlk/front/personPage4395.htm,,,1964.0,54.0,1985.0,山东,1989.0,博士
李宽端,山东,http://ldzl.people.com.cn/dfzlk/front/personPage16403.htm,男,汉族,1963.0,55.0,1985.0,山东,1985.0,研究生
张术平,山东,http://ldzl.people.com.cn/dfzlk/front/personPage4381.htm,男,汉族,1964.0,54.0,1984.0,山东,1985.0,研究生
刘曙光,山东,http://ldzl.people.com.cn/dfzlk/front/personPage4387.htm,男,汉族,1962.0,56.0,1983.0,山东,1984.0,研究生
傅明先,山东,http://ldzl.people.com.cn/dfzlk/front/personPage15363.htm,男,汉族,1964.0,54.0,1985.0,山东,1991.0,研究生
崔洪刚,山东,http://ldzl.people.com.cn/dfzlk/front/personPage4405.htm,男,汉族,1961.0,57.0,1978.0,山东,1982.0,研究生
齐家滨,山东,http://ldzl.people.com.cn/dfzlk/front/personPage9936.htm,男,汉族,1967.0,51.0,1989.0,山东,1992.0,博士
梅建华,山东,http://ldzl.people.com.cn/dfzlk/front/personPage16004.htm,男,汉族,1964.0,54.0,1986.0,湖北,1985.0,研究生
王玉君,山东,http://ldzl.people.com.cn/dfzlk/front/personPage16867.htm,男,汉族,1962.0,56.0,1985.0,山东,1983.0,研究生
陈勇,山东,http://ldzl.people.com.cn/dfzlk/front/personPage14865.htm,男,汉族,1960.0,58.0,1980.0,山东,1986.0,研究生
徐景颜,山东,http://ldzl.people.com.cn/dfzlk/front/personPage4379.htm,男,汉族,1963.0,55.0,1984.0,山东,1986.0,研究生
张光峰,山东,http://ldzl.people.com.cn/dfzlk/front/personPage4404.htm,男,汉族,1968.0,50.0,1989.0,山东,1992.0,研究生
孙爱军,山东,http://ldzl.people.com.cn/dfzlk/front/personPage4407.htm,男,汉族,1972.0,46.0,2000.0,山东,1993.0,博士
孙述涛,山东,http://ldzl.people.com.cn/dfzlk/front/personPage4388.htm,男,汉族,1965.0,53.0,1987.0,山东,1985.0,博士
孟凡利,山东,http://ldzl.people.com.cn/dfzlk/front/personPage4385.htm,男,汉族,1965.0,53.0,1986.0,山东,1986.0,博士
于海田,山东,http://ldzl.people.com.cn/dfzlk/front/personPage16650.htm,男,汉族,1969.0,49.0,1994.0,,1993.0,博士
李峰,山东,http://ldzl.people.com.cn/dfzlk/front/personPage12202.htm,男,汉族,1961.0,57.0,1977.0,山东,1985.0,研究生
赵豪志,山东,http://ldzl.people.com.cn/dfzlk/front/personPage12178.htm,男,汉族,1965.0,53.0,1987.0,山东,1993.0,研究生
张永霞,山东,http://ldzl.people.com.cn/dfzlk/front/personPage12878.htm,女,汉族,1968.0,50.0,1990.0,山东,1992.0,研究生
张海波,山东,http://ldzl.people.com.cn/dfzlk/front/personPage16841.htm,男,汉族,1969.0,49.0,1991.0,山东,1988.0,研究生
石光亮,山东,http://ldzl.people.com.cn/dfzlk/front/personPage18816.htm,男,汉族,1964.0,54.0,,,,研究生
李希信,山东,http://ldzl.people.com.cn/dfzlk/front/personPage15693.htm,男,汉族,1962.0,56.0,1983.0,山东,1984.0,研究生
孟庆斌,山东,http://ldzl.people.com.cn/dfzlk/front/personPage18811.htm,男,汉族,1968.0,50.0,1989.0,山东,1986.0,博士
陈飞,山东,http://ldzl.people.com.cn/dfzlk/front/personPage12742.htm,男,汉族,1975.0,43.0,1997.0,山东,,博士
宋军继,山东,http://ldzl.people.com.cn/dfzlk/front/personPage14900.htm,男,汉族,1965.0,53.0,1987.0,山东,1990.0,博士
宇向东,山东,http://ldzl.people.com.cn/dfzlk/front/personPage18838.htm,男,汉族,1964.0,54.0,1985.0,山东,1985.0,博士
陈平,山东,http://ldzl.people.com.cn/dfzlk/front/personPage18801.htm,男,汉族,1967.0,51.0,1989.0,山东,1988.0,unknown
王国生,河南,http://ldzl.people.com.cn/dfzlk/front/personPage4930.htm,男,汉族,1956.0,62.0,1974.0,山东,1975.0,研究生
谢伏瞻,河南,http://ldzl.people.com.cn/dfzlk/front/personPage4927.htm,男,汉族,1954.0,64.0,1973.0,湖北,1974.0,博士
陈润儿,河南,http://ldzl.people.com.cn/dfzlk/front/personPage5723.htm,男,汉族,1957.0,61.0,1975.0,湖南,1975.0,研究生
刘伟,河南,http://ldzl.people.com.cn/dfzlk/front/personPage4925.htm,男,汉族,1958.0,60.0,1977.0,山东,1980.0,研究生
孙守刚,河南,http://ldzl.people.com.cn/dfzlk/front/personPage6193.htm,男,汉族,1965.0,53.0,1981.0,山东,1984.0,研究生
赵素萍,河南,http://ldzl.people.com.cn/dfzlk/front/personPage6215.htm,女,汉族,1958.0,60.0,1976.0,河北,1985.0,博士
任正晓,河南,http://ldzl.people.com.cn/dfzlk/front/personPage16174.htm,男,汉族,1959.0,59.0,1981.0,湖南,1985.0,博士
李亚,河南,http://ldzl.people.com.cn/dfzlk/front/personPage6223.htm,男,汉族,1963.0,55.0,1981.0,河南,1983.0,博士
孔昌生,河南,http://ldzl.people.com.cn/dfzlk/front/personPage16486.htm,男,汉族,1963.0,55.0,1988.0,甘肃,1988.0,本科
马懿,河南,http://ldzl.people.com.cn/dfzlk/front/personPage4409.htm,男,回族,1959.0,59.0,1976.0,河北,1982.0,本科
穆为民,河南,http://ldzl.people.com.cn/dfzlk/front/personPage4432.htm,男,汉族,1961.0,57.0,1983.0,河南,1985.0,研究生
胡永生,河南,http://ldzl.people.com.cn/dfzlk/front/personPage18648.htm,男,,,,,,,unknown
黄强,河南,http://ldzl.people.com.cn/dfzlk/front/personPage6638.htm,男,汉族,1963.0,55.0,1983.0,浙江,1985.0,博士
舒庆,河南,http://ldzl.people.com.cn/dfzlk/front/personPage5009.htm,男,满族,1964.0,54.0,1985.0,山东,1984.0,博士
徐光,河南,http://ldzl.people.com.cn/dfzlk/front/personPage4438.htm,男,汉族,1960.0,58.0,1977.0,湖北,1984.0,研究生
戴柏华,河南,http://ldzl.people.com.cn/dfzlk/front/personPage16800.htm,男,汉族,1962.0,56.0,1983.0,湖北,1991.0,博士
何金平,河南,http://ldzl.people.com.cn/dfzlk/front/personPage16818.htm,男,白族,1963.0,55.0,1984.0,云南,1988.0,研究生
武国定,河南,http://ldzl.people.com.cn/dfzlk/front/personPage4441.htm,男,汉族,1963.0,55.0,1983.0,河南,1984.0,研究生
刘伟,河南,http://ldzl.people.com.cn/dfzlk/front/personPage18733.htm,男,汉族,1965.0,53.0,1983.0,河南,1997.0,博士
霍金花,河南,http://ldzl.people.com.cn/dfzlk/front/personPage18734.htm,女,汉族,1962.0,56.0,1981.0,河南,,研究生
侯红,河南,http://ldzl.people.com.cn/dfzlk/front/personPage12192.htm,女,汉族,1967.0,51.0,,河南,1987.0,研究生
周斌,河南,http://ldzl.people.com.cn/dfzlk/front/personPage16422.htm,男,汉族,1962.0,56.0,1983.0,河南,1990.0,研究生
王小平,河南,http://ldzl.people.com.cn/dfzlk/front/personPage12227.htm,男,汉族,1962.0,56.0,1984.0,河北,1984.0,研究生
范修芳,河南,http://ldzl.people.com.cn/dfzlk/front/personPage4419.htm,男,汉族,1959.0,59.0,1981.0,河南,1985.0,研究生
张国伟,河南,http://ldzl.people.com.cn/dfzlk/front/personPage4415.htm,男,汉族,1963.0,55.0,1982.0,河南,1984.0,研究生
李公乐,河南,http://ldzl.people.com.cn/dfzlk/front/personPage5024.htm,男,汉族,1962.0,56.0,1982.0,河南,1983.0,本科
蒿慧杰,河南,http://ldzl.people.com.cn/dfzlk/front/personPage16115.htm,男,汉族,1968.0,50.0,1991.0,河南,1995.0,研究生
刘南昌,河南,http://ldzl.people.com.cn/dfzlk/front/personPage15976.htm,男,,,,,,,博士
张文深,河南,http://ldzl.people.com.cn/dfzlk/front/personPage4417.htm,男,汉族,1961.0,57.0,1982.0,河南,1984.0,研究生
王战营,河南,http://ldzl.people.com.cn/dfzlk/front/personPage4421.htm,男,汉族,1965.0,53.0,1988.0,河南,1984.0,unknown
乔新江,河南,http://ldzl.people.com.cn/dfzlk/front/personPage4437.htm,男,汉族,1961.0,57.0,1984.0,河南,1990.0,研究生
刘继标,河南,http://ldzl.people.com.cn/dfzlk/front/personPage4439.htm,男,汉族,1963.0,55.0,1985.0,河南,1984.0,研究生
陈星,河南,http://ldzl.people.com.cn/dfzlk/front/personPage12382.htm,男,汉族,1965.0,53.0,1989.0,河南,,研究生
张战伟,河南,http://ldzl.people.com.cn/dfzlk/front/personPage16026.htm,男,汉族,1963.0,55.0,1985.0,河南,1985.0,研究生
高建军,河南,http://ldzl.people.com.cn/dfzlk/front/personPage10056.htm,男,汉族,1969.0,49.0,,河南,1991.0,博士
刘宛康,河南,http://ldzl.people.com.cn/dfzlk/front/personPage16017.htm,男,汉族,1962.0,56.0,1982.0,河南,1990.0,研究生
张雷明,河南,http://ldzl.people.com.cn/dfzlk/front/personPage18593.htm,男,汉族,1966.0,52.0,1988.0,河南,,本科
徐衣显,河南,http://ldzl.people.com.cn/dfzlk/front/personPage15380.htm,男,汉族,1967.0,51.0,1990.0,河北,1988.0,博士
郭浩,河南,http://ldzl.people.com.cn/dfzlk/front/personPage18597.htm,男,汉族,1974.0,44.0,1999.0,江苏,1995.0,博士
王登喜,河南,http://ldzl.people.com.cn/dfzlk/front/personPage15651.htm,,汉族,1963.0,55.0,1982.0,河南,1984.0,研究生
王新伟,河南,http://ldzl.people.com.cn/dfzlk/front/personPage15402.htm,男,汉族,1967.0,51.0,1991.0,河南,1985.0,研究生
宋殿宇,河南,http://ldzl.people.com.cn/dfzlk/front/personPage16091.htm,男,汉族,1963.0,55.0,1984.0,河南,1986.0,研究生
胡五岳,河南,http://ldzl.people.com.cn/dfzlk/front/personPage15634.htm,男,汉族,1963.0,55.0,1984.0,河南,1984.0,本科
刘尚进,河南,http://ldzl.people.com.cn/dfzlk/front/personPage18661.htm,男,汉族,1970.0,48.0,1993.0,河南,1991.0,本科
安伟,河南,http://ldzl.people.com.cn/dfzlk/front/personPage15407.htm,男,汉族,1966.0,52.0,1991.0,河南,1988.0,博士
霍好胜,河南,http://ldzl.people.com.cn/dfzlk/front/personPage15650.htm,男,汉族,1963.0,55.0,1982.0,河南,1984.0,研究生
张建慧,河南,http://ldzl.people.com.cn/dfzlk/front/personPage15637.htm,,汉族,1964.0,54.0,1981.0,河南,1993.0,本科
尚朝阳,河南,http://ldzl.people.com.cn/dfzlk/front/personPage15933.htm,男,汉族,1963.0,55.0,1981.0,河南,1983.0,研究生
丁福浩,河南,http://ldzl.people.com.cn/dfzlk/front/personPage16407.htm,男,汉族,1961.0,57.0,1985.0,河南,,博士
朱是西,河南,http://ldzl.people.com.cn/dfzlk/front/personPage18596.htm,男,汉族,1966.0,52.0,1990.0,河南,,研究生
石迎军,河南,http://ldzl.people.com.cn/dfzlk/front/personPage18650.htm,男,汉族,1970.0,48.0,1990.0,河南,1993.0,研究生
蒋超良,湖北,http://ldzl.people.com.cn/dfzlk/front/personPage5048.htm,男,汉族,1957.0,61.0,1974.0,湖南,1981.0,研究生
王晓东,湖北,http://ldzl.people.com.cn/dfzlk/front/personPage6241.htm,男,汉族,1960.0,58.0,1983.0,江西,1983.0,研究生
徐立全,湖北,http://ldzl.people.com.cn/dfzlk/front/personPage6130.htm,男,汉族,1956.0,62.0,1982.0,安徽,1976.0,研究生
马国强,湖北,http://ldzl.people.com.cn/dfzlk/front/personPage18785.htm,男,回族,1963.0,55.0,,河北,,研究生
尔肯江·吐拉洪,湖北,http://ldzl.people.com.cn/dfzlk/front/personPage6723.htm,男,维吾尔族,1964.0,54.0,1985.0,新疆,1985.0,研究生
黄楚平,湖北,http://ldzl.people.com.cn/dfzlk/front/personPage4454.htm,男,汉族,1962.0,56.0,1984.0,湖北,1984.0,博士
王艳玲,湖北,http://ldzl.people.com.cn/dfzlk/front/personPage6224.htm,女,汉族,1962.0,56.0,1983.0,河南,1982.0,博士
于绍良,湖北,http://ldzl.people.com.cn/dfzlk/front/personPage15517.htm,男,汉族,1964.0,54.0,,河北,,本科
梁伟年,湖北,http://ldzl.people.com.cn/dfzlk/front/personPage12258.htm,男,汉族,1959.0,59.0,1976.0,湖北,1980.0,博士
王立山,湖北,http://ldzl.people.com.cn/dfzlk/front/personPage16609.htm,男,汉族,1961.0,57.0,1977.0,山东,1982.0,本科
周霁,湖北,http://ldzl.people.com.cn/dfzlk/front/personPage4450.htm,男,汉族,1964.0,54.0,1984.0,湖北,,研究生
王祥喜,湖北,http://ldzl.people.com.cn/dfzlk/front/personPage16813.htm,男,汉族,1962.0,56.0,1983.0,湖北,1987.0,研究生
李乐成,湖北,http://ldzl.people.com.cn/dfzlk/front/personPage16530.htm,男,汉族,1965.0,53.0,1984.0,湖北,1991.0,本科
马涛,湖北,http://ldzl.people.com.cn/dfzlk/front/personPage18619.htm,男,,,,,,,unknown
曹广晶,湖北,http://ldzl.people.com.cn/dfzlk/front/personPage6253.htm,男,汉族,1964.0,54.0,1985.0,山东,1991.0,博士
曾欣,湖北,http://ldzl.people.com.cn/dfzlk/front/personPage6259.htm,男,汉族,1966.0,52.0,1987.0,湖南,1987.0,研究生
万勇,湖北,http://ldzl.people.com.cn/dfzlk/front/personPage4456.htm,男,汉族,1960.0,58.0,1982.0,湖北,1985.0,研究生
童道驰,湖北,http://ldzl.people.com.cn/dfzlk/front/personPage16255.htm,男,汉族,1967.0,51.0,1991.0,湖南,2004.0,博士
陈安丽,湖北,http://ldzl.people.com.cn/dfzlk/front/personPage4463.htm,女,汉族,1963.0,55.0,1984.0,湖北,1985.0,研究生
杨云彦,湖北,http://ldzl.people.com.cn/dfzlk/front/personPage18706.htm,男,汉族,1963.0,55.0,1989.0,湖北,,博士
马旭明,湖北,http://ldzl.people.com.cn/dfzlk/front/personPage4455.htm,男,汉族,1964.0,54.0,1986.0,浙江,1986.0,本科
张维国,湖北,http://ldzl.people.com.cn/dfzlk/front/personPage4451.htm,男,汉族,1963.0,55.0,1983.0,湖北,,unknown
杨智,湖北,http://ldzl.people.com.cn/dfzlk/front/personPage14853.htm,男,汉族,1963.0,55.0,,四川,1985.0,博士
张爱国,湖北,http://ldzl.people.com.cn/dfzlk/front/personPage18591.htm,男,汉族,1962.0,56.0,1982.0,湖北,1986.0,研究生
李兵,湖北,http://ldzl.people.com.cn/dfzlk/front/personPage4458.htm,男,汉族,1962.0,56.0,1982.0,湖北,1984.0,研究生
潘启胜,湖北,http://ldzl.people.com.cn/dfzlk/front/personPage18598.htm,男,汉族,1965.0,53.0,1984.0,湖北,1992.0,研究生
刘雪荣,湖北,http://ldzl.people.com.cn/dfzlk/front/personPage4462.htm,男,汉族,1963.0,55.0,,湖北,1982.0,研究生
丁小强,湖北,http://ldzl.people.com.cn/dfzlk/front/personPage4465.htm,男,汉族,1972.0,46.0,1995.0,江苏,1994.0,博士
柯俊,湖北,http://ldzl.people.com.cn/dfzlk/front/personPage4472.htm,男,汉族,1965.0,53.0,1984.0,湖北,1988.0,研究生
胡玖明,湖北,http://ldzl.people.com.cn/dfzlk/front/personPage7995.htm,男,汉族,1969.0,49.0,1991.0,湖北,1991.0,研究生
吴锦,湖北,http://ldzl.people.com.cn/dfzlk/front/personPage4473.htm,男,汉族,1969.0,49.0,1991.0,湖北,1990.0,博士
黄剑雄,湖北,http://ldzl.people.com.cn/dfzlk/front/personPage4475.htm,男,汉族,1971.0,47.0,1993.0,福建,1992.0,博士
周森锋,湖北,http://ldzl.people.com.cn/dfzlk/front/personPage4476.htm,男,汉族,1980.0,38.0,2004.0,河南,2000.0,研究生
周先旺,湖北,http://ldzl.people.com.cn/dfzlk/front/personPage4446.htm,男,土家族,1962.0,56.0,1980.0,湖北,1987.0,本科
董卫民,湖北,http://ldzl.people.com.cn/dfzlk/front/personPage11992.htm,男,汉族,1968.0,50.0,1990.0,湖北,1990.0,研究生
郄英才,湖北,http://ldzl.people.com.cn/dfzlk/front/personPage4467.htm,男,汉族,1975.0,43.0,1996.0,山东,1995.0,研究生
陈新武,湖北,http://ldzl.people.com.cn/dfzlk/front/personPage16416.htm,男,汉族,1968.0,50.0,1990.0,湖北,1988.0,研究生
崔永辉,湖北,http://ldzl.people.com.cn/dfzlk/front/personPage16771.htm,男,汉族,1970.0,48.0,1991.0,湖北,1991.0,本科
张家胜,湖北,http://ldzl.people.com.cn/dfzlk/front/personPage16651.htm,男,汉族,1968.0,50.0,1989.0,湖北,1994.0,研究生
孙兵,湖北,http://ldzl.people.com.cn/dfzlk/front/personPage18611.htm,男,汉族,1966.0,52.0,1987.0,湖北,,研究生
王立,湖北,http://ldzl.people.com.cn/dfzlk/front/personPage7515.htm,男,汉族,1966.0,52.0,1988.0,山东,1986.0,研究生
吴海涛,湖北,http://ldzl.people.com.cn/dfzlk/front/personPage16762.htm,男,汉族,1967.0,51.0,1986.0,湖北,1991.0,本科
邱丽新,湖北,http://ldzl.people.com.cn/dfzlk/front/personPage18510.htm,女,满族,1968.0,50.0,1990.0,河北,1998.0,研究生
王远鹤,湖北,http://ldzl.people.com.cn/dfzlk/front/personPage16269.htm,男,汉族,1963.0,55.0,1985.0,湖北,1994.0,研究生
郭永红,湖北,http://ldzl.people.com.cn/dfzlk/front/personPage18589.htm,女,汉族,1968.0,50.0,1990.0,湖北,1990.0,研究生
刘芳震,湖北,http://ldzl.people.com.cn/dfzlk/front/personPage14913.htm,男,土家族,1962.0,56.0,1982.0,湖北,1987.0,本科
周文霞,湖北,http://ldzl.people.com.cn/dfzlk/front/personPage4471.htm,女,汉族,1972.0,46.0,1992.0,湖北,1992.0,研究生
庄光明,湖北,http://ldzl.people.com.cn/dfzlk/front/personPage8408.htm,男,汉族,1966.0,52.0,1989.0,湖北,1988.0,研究生
龚定荣,湖北,http://ldzl.people.com.cn/dfzlk/front/personPage16796.htm,男,汉族,1963.0,55.0,1984.0,湖北,1986.0,研究生
刘启俊,湖北,http://ldzl.people.com.cn/dfzlk/front/personPage18592.htm,男,汉族,1973.0,45.0,1994.0,湖北,1997.0,本科
杜家毫,湖南,http://ldzl.people.com.cn/dfzlk/front/personPage4933.htm,男,汉族,1955.0,63.0,1973.0,浙江,1973.0,研究生
许达哲,湖南,http://ldzl.people.com.cn/dfzlk/front/personPage16010.htm,男,汉族,1956.0,62.0,1975.0,湖南,1982.0,研究生
李微微,湖南,http://ldzl.people.com.cn/dfzlk/front/personPage6337.htm,女,汉族,1958.0,60.0,1975.0,湖南,1976.0,博士
乌兰,湖南,http://ldzl.people.com.cn/dfzlk/front/personPage5473.htm,女,蒙古族,1962.0,56.0,1978.0,内蒙,1984.0,研究生
陈向群,湖南,http://ldzl.people.com.cn/dfzlk/front/personPage15352.htm,男,汉族,1962.0,56.0,1983.0,河北,1982.0,本科
傅奎,湖南,http://ldzl.people.com.cn/dfzlk/front/personPage15049.htm,男,汉族,1962.0,56.0,1983.0,湖北,1983.0,本科
黄关春,湖南,http://ldzl.people.com.cn/dfzlk/front/personPage5717.htm,男,汉族,1959.0,59.0,1975.0,湖北,1979.0,研究生
黄兰香,湖南,http://ldzl.people.com.cn/dfzlk/front/personPage6348.htm,女,汉族,1962.0,56.0,1983.0,湖南,1983.0,研究生
王少峰,湖南,http://ldzl.people.com.cn/dfzlk/front/personPage16205.htm,男,汉族,1963.0,55.0,1985.0,山西,1984.0,博士
蔡振红,湖南,http://ldzl.people.com.cn/dfzlk/front/personPage12959.htm,男,汉族,1963.0,55.0,1984.0,山东,1988.0,本科
胡衡华,湖南,http://ldzl.people.com.cn/dfzlk/front/personPage4994.htm,男,汉族,1963.0,55.0,1983.0,湖南,1985.0,研究生
谢建辉,湖南,http://ldzl.people.com.cn/dfzlk/front/personPage16352.htm,女,汉族,1961.0,57.0,1978.0,湖南,1978.0,研究生
张剑飞,湖南,http://ldzl.people.com.cn/dfzlk/front/personPage4479.htm,男,汉族,1962.0,56.0,1983.0,湖南,1994.0,博士
冯毅,湖南,http://ldzl.people.com.cn/dfzlk/front/personPage18632.htm,男,,,,,,,unknown
何报翔,湖南,http://ldzl.people.com.cn/dfzlk/front/personPage6345.htm,男,汉族,1963.0,55.0,1982.0,湖南,,博士
隋忠诚,湖南,http://ldzl.people.com.cn/dfzlk/front/personPage5719.htm,男,汉族,1967.0,51.0,1988.0,吉林,1988.0,博士
陈飞,湖南,http://ldzl.people.com.cn/dfzlk/front/personPage18634.htm,男,汉族,1963.0,55.0,1986.0,江苏,1985.0,研究生
吴桂英,湖南,http://ldzl.people.com.cn/dfzlk/front/personPage4022.htm,女,汉族,1966.0,52.0,1990.0,河北,1987.0,博士
许显辉,湖南,http://ldzl.people.com.cn/dfzlk/front/personPage4493.htm,男,汉族,1966.0,52.0,1987.0,河南,1986.0,本科
陈文浩,湖南,http://ldzl.people.com.cn/dfzlk/front/personPage4498.htm,男,汉族,1961.0,57.0,1982.0,广东,1986.0,研究生
毛腾飞,湖南,http://ldzl.people.com.cn/dfzlk/front/personPage4481.htm,男,汉族,1962.0,56.0,1983.0,湖南,1991.0,博士
曹炯芳,湖南,http://ldzl.people.com.cn/dfzlk/front/personPage15569.htm,男,汉族,1964.0,54.0,1988.0,湖南,1992.0,unknown
郑建新,湖南,http://ldzl.people.com.cn/dfzlk/front/personPage16814.htm,男,汉族,1968.0,50.0,1990.0,贵州,1991.0,博士
龚文密,湖南,http://ldzl.people.com.cn/dfzlk/front/personPage4487.htm,男,汉族,1961.0,57.0,1987.0,湖北,1986.0,研究生
刘和生,湖南,http://ldzl.people.com.cn/dfzlk/front/personPage14863.htm,男,汉族,1962.0,56.0,1981.0,湖南,1984.0,本科
周德睿,湖南,http://ldzl.people.com.cn/dfzlk/front/personPage4491.htm,男,汉族,1966.0,52.0,1989.0,湖南,1991.0,研究生
虢正贵,湖南,http://ldzl.people.com.cn/dfzlk/front/personPage16265.htm,男,汉族,1964.0,54.0,1984.0,湖南,1984.0,研究生
瞿海,湖南,http://ldzl.people.com.cn/dfzlk/front/personPage4497.htm,男,苗族,1966.0,52.0,1984.0,湖南,1986.0,研究生
易鹏飞,湖南,http://ldzl.people.com.cn/dfzlk/front/personPage4503.htm,男,汉族,1962.0,56.0,1983.0,湖南,1987.0,本科
李晖,湖南,http://ldzl.people.com.cn/dfzlk/front/personPage4501.htm,女,汉族,1970.0,48.0,1987.0,湖南,1993.0,博士
彭国甫,湖南,http://ldzl.people.com.cn/dfzlk/front/personPage5031.htm,男,汉族,1963.0,55.0,1984.0,湖南,1984.0,博士
李荐国,湖南,http://ldzl.people.com.cn/dfzlk/front/personPage12739.htm,男,汉族,1963.0,55.0,1983.0,湖南,1983.0,博士
叶红专,湖南,http://ldzl.people.com.cn/dfzlk/front/personPage4504.htm,男,土家族,1958.0,60.0,1975.0,湖南,1976.0,本科
胡忠雄,湖南,http://ldzl.people.com.cn/dfzlk/front/personPage4495.htm,男,汉族,1966.0,52.0,1989.0,湖南,1985.0,unknown
阳卫国,湖南,http://ldzl.people.com.cn/dfzlk/front/personPage15587.htm,男,汉族,1967.0,51.0,1990.0,湖南,1993.0,研究生
谈文胜,湖南,http://ldzl.people.com.cn/dfzlk/front/personPage15607.htm,男,汉族,1971.0,47.0,,湖南,,博士
邓群策,湖南,http://ldzl.people.com.cn/dfzlk/front/personPage18758.htm,男,汉族,1964.0,54.0,1984.0,湖南,1986.0,研究生
刘事青,湖南,http://ldzl.people.com.cn/dfzlk/front/personPage15586.htm,男,汉族,1964.0,54.0,1981.0,湖南,1985.0,研究生
李爱武,湖南,http://ldzl.people.com.cn/dfzlk/front/personPage18748.htm,女,汉族,1968.0,50.0,,湖南,,研究生
曹立军,湖南,http://ldzl.people.com.cn/dfzlk/front/personPage7946.htm,男,汉族,1972.0,46.0,1994.0,湖南,1992.0,研究生
刘革安,湖南,http://ldzl.people.com.cn/dfzlk/front/personPage17034.htm,男,汉族,1966.0,52.0,1989.0,湖南,1992.0,研究生
张值恒,湖南,http://ldzl.people.com.cn/dfzlk/front/personPage16360.htm,男,汉族,1970.0,48.0,1991.0,湖南,1991.0,研究生
刘志仁,湖南,http://ldzl.people.com.cn/dfzlk/front/personPage16354.htm,男,,1964.0,54.0,,,,本科
赵应云,湖南,http://ldzl.people.com.cn/dfzlk/front/personPage5041.htm,男,,1963.0,55.0,1983.0,湖南,1994.0,博士
雷绍业,湖南,http://ldzl.people.com.cn/dfzlk/front/personPage18606.htm,男,汉族,1968.0,50.0,1992.0,湖南,1990.0,博士
杨懿文,湖南,http://ldzl.people.com.cn/dfzlk/front/personPage7926.htm,,,,,,,,unknown
